geo_id,zipcode,population
8600000US40107,40107,2067
8600000US08010,8010,11539
8600000US96161,96161,18451
8600000US25132,25132,276
8600000US22640,22640,532
8600000US83324,83324,788
8600000US33189,33189,23828
8600000US28379,28379,26388
8600000US08096,8096,36116
8600000US05872,5872,789
8600000US72573,72573,278
8600000US83526,83526,278
8600000US65723,65723,3606
8600000US89441,89441,11542
8600000US78064,78064,14102
8600000US48705,48705,535
8600000US45616,45616,1559
8600000US90002,90002,51223
8600000US65731,65731,281
8600000US07628,7628,17433
8600000US88312,88312,2586
8600000US22209,22209,12314
8600000US95608,95608,59418
8600000US19902,19902,283
8600000US67475,67475,283
8600000US95456,95456,795
8600000US24631,24631,2843
8600000US45335,45335,6939
8600000US33330,33330,14107
8600000US66540,66540,540
8600000US03590,3590,1052
8600000US51034,51034,1820
8600000US44214,44214,2076
8600000US20132,20132,15900
8600000US32708,32708,42012
8600000US16838,16838,1821
8600000US47368,47368,2845
8600000US45697,45697,4894
8600000US89419,89419,5150
8600000US71483,71483,11294
8600000US23461,23461,287
8600000US45820,45820,543
8600000US85646,85646,1311
8600000US17517,17517,15391
8600000US36541,36541,15647
8600000US60504,60504,37919
8600000US78249,78249,49951
8600000US24474,24474,544
8600000US59874,59874,1568
8600000US55032,55032,3616
8600000US63390,63390,9760
8600000US37015,37015,17184
8600000US30344,30344,31776
8600000US59075,59075,289
8600000US44235,44235,1825
8600000US52753,52753,5153
8600000US25540,25540,290
8600000US99764,99764,290
8600000US72564,72564,546
8600000US81235,81235,802
8600000US53146,53146,7458
8600000US08736,8736,12578
8600000US33755,33755,26146
8600000US27455,27455,28706
8600000US23185,23185,46370
8600000US41760,41760,35
8600000US73149,73149,4643
8600000US50452,50452,804
8600000US07850,7850,6436
8600000US55964,55964,4389
8600000US70577,70577,4645
8600000US01543,1543,7973
8600000US75132,75132,294
8600000US99356,99356,294
8600000US24854,24854,550
8600000US49716,49716,806
8600000US83349,83349,1062
8600000US81067,81067,5670
8600000US07444,7444,11046
8600000US48030,48030,16422
8600000US47635,47635,5671
8600000US92055,92055,15655
8600000US28775,28775,296
8600000US14883,14883,4136
8600000US24415,24415,41
8600000US11972,11972,1321
8600000US26571,26571,1833
8600000US92004,92004,3881
8600000US81637,81637,7721
8600000US44449,44449,1323
8600000US12835,12835,2603
8600000US96122,96122,3883
8600000US55116,55116,23851
8600000US12749,12749,300
8600000US59827,59827,300
8600000US23169,23169,1325
8600000US76518,76518,1581
8600000US79567,79567,3373
8600000US90232,90232,15149
8600000US73072,73072,42797
8600000US55439,55439,8750
8600000US04625,4625,47
8600000US47836,47836,47
8600000US44867,44867,2351
8600000US76252,76252,2863
8600000US80542,80542,3631
8600000US35952,35952,7727
8600000US95019,95019,7727
8600000US55352,55352,8751
8600000US98823,98823,11055
8600000US41204,41204,560
8600000US49636,49636,560
8600000US56433,56433,1840
8600000US72830,72830,14896
8600000US33774,33774,17712
8600000US13846,13846,305
8600000US12046,12046,817
8600000US62984,62984,1841
8600000US67361,67361,1841
8600000US56672,56672,2097
8600000US98333,98333,3633
8600000US29817,29817,4913
8600000US47885,47885,9009
8600000US77301,77301,30769
8600000US99333,99333,50
8600000US53923,53923,2098
8600000US71941,71941,2098
8600000US91354,91354,28722
8600000US04855,4855,307
8600000US51560,51560,2099
8600000US30624,30624,2611
8600000US35648,35648,3635
8600000US54235,54235,17203
8600000US20716,20716,20787
8600000US82058,82058,52
8600000US14486,14486,308
8600000US74949,74949,308
8600000US16311,16311,564
8600000US53580,53580,564
8600000US54631,54631,1844
8600000US67050,67050,1844
8600000US29409,29409,2100
8600000US05655,5655,2868
8600000US12522,12522,5172
8600000US15018,15018,821
8600000US66753,66753,1077
8600000US28108,28108,54
8600000US65630,65630,310
8600000US75657,75657,8246
8600000US67663,67663,2615
8600000US97327,97327,2871
8600000US46157,46157,3639
8600000US60169,60169,33847
8600000US75780,75780,312
8600000US11210,11210,62008
8600000US99609,99609,569
8600000US02021,2021,21561
8600000US58535,58535,571
8600000US38643,38643,2619
8600000US27881,27881,61
8600000US79324,79324,61
8600000US08224,8224,573
8600000US63827,63827,829
8600000US97826,97826,1085
8600000US30816,30816,2109
8600000US38748,38748,3901
8600000US43021,43021,10301
8600000US48381,48381,12605
8600000US76002,76002,30269
8600000US75961,75961,14910
8600000US95842,95842,31806
8600000US00926,926,108862
8600000US78745,78745,55614
8600000US66873,66873,319
8600000US08008,8008,6975
8600000US40058,40058,64
8600000US14783,14783,320
8600000US32058,32058,4416
8600000US16933,16933,7488
8600000US63108,63108,21568
8600000US59347,59347,321
8600000US23801,23801,3393
8600000US15670,15670,3649
8600000US60194,60194,19777
8600000US00772,772,23105
8600000US10804,10804,14146
8600000US38685,38685,1347
8600000US73543,73543,1859
8600000US44811,44811,12867
8600000US68845,68845,19523
8600000US68860,68860,324
8600000US32082,32082,28996
8600000US91350,91350,33348
8600000US32780,32780,34628
8600000US79025,79025,69
8600000US89022,89022,69
8600000US05342,5342,581
8600000US55798,55798,581
8600000US27283,27283,3141
8600000US19341,19341,16709
8600000US93906,93906,59461
8600000US77988,77988,326
8600000US40070,40070,582
8600000US67055,67055,71
8600000US72740,72740,9543
8600000US98188,98188,23111
8600000US15832,15832,328
8600000US56384,56384,328
8600000US98836,98836,584
8600000US49713,49713,1864
8600000US15211,15211,11081
8600000US13207,13207,13897
8600000US70050,70050,74
8600000US04851,4851,75
8600000US59735,59735,331
8600000US01532,1532,14155
8600000US73058,73058,332
8600000US75574,75574,1868
8600000US16239,16239,4172
8600000US31407,31407,7244
8600000US12589,12589,17228
8600000US49428,49428,25420
8600000US67543,67543,2125
8600000US49637,49637,3405
8600000US35957,35957,15693
8600000US48169,48169,20813
8600000US94560,94560,42573
8600000US38603,38603,2894
8600000US56572,56572,5454
8600000US89081,89081,29774
8600000US55717,55717,335
8600000US63071,63071,1103
8600000US48621,48621,1359
8600000US71129,71129,13391
8600000US92251,92251,21583
8600000US16328,16328,80
8600000US79713,79713,592
8600000US02650,2650,848
8600000US14470,14470,8016
8600000US65708,65708,12624
8600000US48503,48503,25168
8600000US24018,24018,36432
8600000US11105,11105,36688
8600000US15695,15695,337
8600000US47981,47981,849
8600000US12170,12170,4945
8600000US61951,61951,8017
8600000US95435,95435,82
8600000US63551,63551,338
8600000US35458,35458,594
8600000US24637,24637,3410
8600000US74755,74755,83
8600000US13163,13163,339
8600000US93453,93453,2899
8600000US45042,45042,26451
8600000US13141,13141,596
8600000US41519,41519,1108
8600000US54153,54153,7252
8600000US85605,85605,597
8600000US24363,24363,1365
8600000US72685,72685,1365
8600000US02050,2050,25429
8600000US23316,23316,342
8600000US40873,40873,2390
8600000US92283,92283,3158
8600000US29148,29148,6230
8600000US43449,43449,8278
8600000US35057,35057,12630
8600000US17350,17350,12886
8600000US98555,98555,599
8600000US77880,77880,1879
8600000US42102,42102,88
8600000US87747,87747,1624
8600000US04911,4911,2136
8600000US72704,72704,21336
8600000US59640,59640,89
8600000US67219,67219,12121
8600000US77551,77551,17753
8600000US84037,84037,33369
8600000US03853,3853,602
8600000US64630,64630,602
8600000US73639,73639,602
8600000US69356,69356,1882
8600000US80138,80138,29786
8600000US79785,79785,91
8600000US17215,17215,347
8600000US63373,63373,603
8600000US98580,98580,11099
8600000US11747,11747,19803
8600000US17109,17109,23131
8600000US72076,72076,37979
8600000US19017,19017,348
8600000US15551,15551,860
8600000US40484,40484,11612
8600000US88081,88081,15708
8600000US17257,17257,27996
8600000US26056,26056,93
8600000US86432,86432,3933
8600000US19611,19611,10589
8600000US51026,51026,862
8600000US57456,57456,862
8600000US03602,3602,2654
8600000US22810,22810,863
8600000US99754,99754,96
8600000US63636,63636,608
8600000US74963,74963,608
8600000US30546,30546,6496
8600000US01945,1945,19808
8600000US68431,68431,353
8600000US97465,97465,2145
8600000US30721,30721,53601
8600000US08821,8821,354
8600000US60033,60033,13922
8600000US77706,77706,28258
8600000US59530,59530,99
8600000US49625,49625,1379
8600000US30510,30510,8291
8600000US95605,95605,14179
8600000US30601,30601,20835
8600000US33596,33596,29283
8600000US56626,56626,356
8600000US39366,39366,1380
8600000US58318,58318,3684
8600000US10996,10996,6756
8600000US92707,92707,59492
8600000US61943,61943,1637
8600000US32227,32227,2149
8600000US99549,99549,102
8600000US83244,83244,358
8600000US70753,70753,870
8600000US80116,80116,3942
8600000US56634,56634,1639
8600000US21557,21557,1895
8600000US17244,17244,2407
8600000US59752,59752,3431
8600000US17837,17837,19815
8600000US75010,75010,21607
8600000US18357,18357,104
8600000US79846,79846,104
8600000US24059,24059,872
8600000US74423,74423,872
8600000US76849,76849,3944
8600000US59638,59638,617
8600000US39097,39097,873
8600000US50655,50655,873
8600000US52325,52325,873
8600000US03588,3588,1641
8600000US30602,30602,2409
8600000US23139,23139,24425
8600000US92706,92706,36457
8600000US52729,52729,874
8600000US52065,52065,1130
8600000US58042,58042,1386
8600000US91351,91351,32362
8600000US04629,4629,107
8600000US41052,41052,107
8600000US26419,26419,1131
8600000US30068,30068,31595
8600000US33908,33908,38251
8600000US91790,91790,44907
8600000US33503,33503,108
8600000US93223,93223,10604
8600000US75081,75081,34156
8600000US00728,728,44908
8600000US61324,61324,109
8600000US71853,71853,365
8600000US74429,74429,14445
8600000US34762,34762,622
8600000US53554,53554,1134
8600000US13439,13439,3950
8600000US26753,26753,6254
8600000US35761,35761,11630
8600000US42503,42503,22894
8600000US72165,72165,111
8600000US61865,61865,1391
8600000US28442,28442,1647
8600000US74871,74871,2415
8600000US63010,63010,35439
8600000US46998,46998,112
8600000US64165,64165,112
8600000US05858,5858,368
8600000US16667,16667,1392
8600000US65724,65724,1392
8600000US60012,60012,11120
8600000US97225,97225,24176
8600000US98683,98683,30832
8600000US28587,28587,369
8600000US58438,58438,625
8600000US12441,12441,114
8600000US24635,24635,1650
8600000US95528,95528,1139
8600000US88008,88008,5747
8600000US81230,81230,9075
8600000US38737,38737,2932
8600000US12946,12946,5492
8600000US55923,55923,4469
8600000US13211,13211,6517
8600000US50568,50568,1398
8600000US61374,61374,119
8600000US18248,18248,631
8600000US99652,99652,3703
8600000US62930,62930,6263
8600000US76306,76306,15991
8600000US78885,78885,120
8600000US26134,26134,888
8600000US23337,23337,377
8600000US44064,44064,1657
8600000US22821,22821,5753
8600000US32347,32347,8057
8600000US78219,78219,15225
8600000US95562,95562,3450
8600000US12540,12540,7802
8600000US19711,19711,51322
8600000US17075,17075,123
8600000US91335,91335,74363
8600000US36078,36078,13179
8600000US92056,92056,51835
8600000US12530,12530,124
8600000US46994,46994,2684
8600000US95113,95113,893
8600000US05048,5048,2429
8600000US76227,76227,22141
8600000US66946,66946,126
8600000US54653,54653,894
8600000US49266,49266,2942
8600000US60480,60480,5246
8600000US74020,74020,7294
8600000US29212,29212,28798
8600000US30067,30067,45182
8600000US30441,30441,1663
8600000US08853,8853,5247
8600000US60446,60446,39807
8600000US18816,18816,128
8600000US50652,50652,128
8600000US16836,16836,1152
8600000US76823,76823,2945
8600000US77358,77358,4993
8600000US48433,48433,26497
8600000US60202,60202,31361
8600000US02118,2118,26498
8600000US29406,29406,29314
8600000US08401,8401,39554
8600000US95450,95450,387
8600000US74931,74931,1411
8600000US67432,67432,6019
8600000US08758,8758,7043
8600000US26349,26349,132
8600000US26136,26136,644
8600000US52330,52330,900
8600000US74103,74103,2692
8600000US88053,88053,133
8600000US23395,23395,645
8600000US65069,65069,645
8600000US33786,33786,1669
8600000US52588,52588,134
8600000US50105,50105,1158
8600000US83536,83536,4230
8600000US37166,37166,13446
8600000US99709,99709,29830
8600000US16326,16326,391
8600000US63933,63933,3719
8600000US72933,72933,4999
8600000US93924,93924,6279
8600000US04637,4637,136
8600000US15906,15906,11144
8600000US35763,35763,14216
8600000US08054,8054,41864
8600000US47869,47869,137
8600000US83212,83212,137
8600000US79563,79563,1161
8600000US89439,89439,1417
8600000US62272,62272,1674
8600000US03441,3441,395
8600000US64667,64667,395
8600000US14814,14814,1931
8600000US48009,48009,20107
8600000US37027,37027,49035
8600000US50006,50006,1676
8600000US62293,62293,4748
8600000US60545,60545,12940
8600000US17885,17885,141
8600000US21522,21522,141
8600000US81220,81220,141
8600000US51461,51461,1165
8600000US93614,93614,11661
8600000US18086,18086,398
8600000US04469,4469,2702
8600000US16442,16442,2958
8600000US08035,8035,7566
8600000US55127,55127,16782
8600000US65738,65738,17550
8600000US28659,28659,21134
8600000US77367,77367,143
8600000US47231,47231,1167
8600000US21054,21054,10127
8600000US77581,77581,42383
8600000US95303,95303,912
8600000US03086,3086,3728
8600000US17777,17777,7056
8600000US25901,25901,11920
8600000US33066,33066,15760
8600000US92557,92557,50320
8600000US04949,4949,913
8600000US56628,56628,1681
8600000US05050,5050,146
8600000US59332,59332,146
8600000US78880,78880,1682
8600000US83871,83871,1938
8600000US44253,44253,3218
8600000US73065,73065,6546
8600000US01022,1022,2451
8600000US44506,44506,2707
8600000US53154,53154,34451
8600000US05358,5358,148
8600000US60464,60464,9620
8600000US02116,2116,20628
8600000US46060,46060,34708
8600000US73099,73099,57492
8600000US72522,72522,405
8600000US56524,56524,661
8600000US67954,67954,661
8600000US61014,61014,1173
8600000US01053,1053,1685
8600000US83611,83611,2453
8600000US62629,62629,12949
8600000US42164,42164,16277
8600000US58475,58475,150
8600000US04265,4265,918
8600000US28747,28747,2198
8600000US14472,14472,8598
8600000US55391,55391,14486
8600000US70126,70126,23958
8600000US59837,59837,407
8600000US15542,15542,1175
8600000US77868,77868,15511
8600000US58040,58040,920
8600000US87004,87004,10136
8600000US16866,16866,9881
8600000US12195,12195,154
8600000US93429,93429,154
8600000US54726,54726,1690
8600000US37847,37847,2714
8600000US17368,17368,7322
8600000US83316,83316,9626
8600000US79932,79932,24986
8600000US58712,58712,155
8600000US48721,48721,411
8600000US65470,65470,923
8600000US50210,50210,1691
8600000US54436,54436,2203
8600000US47247,47247,156
8600000US99763,99763,668
8600000US65263,65263,1948
8600000US95329,95329,2460
8600000US30473,30473,2972
8600000US45723,45723,3740
8600000US15476,15476,157
8600000US37183,37183,3229
8600000US62467,62467,3741
8600000US92308,92308,39837
8600000US58335,58335,1694
8600000US44319,44319,22686
8600000US47521,47521,927
8600000US84087,84087,13983
8600000US50036,50036,16287
8600000US32208,32208,30879
8600000US90241,90241,42399
8600000US51238,51238,1184
8600000US97018,97018,1952
8600000US43517,43517,3744
8600000US61615,61615,22432
8600000US03051,3051,24480
8600000US57473,57473,161
8600000US68879,68879,417
8600000US70581,70581,929
8600000US63662,63662,1185
8600000US72730,72730,7585
8600000US27048,27048,8609
8600000US55442,55442,13217
8600000US20653,20653,24481
8600000US92231,92231,39073
8600000US20620,20620,1443
8600000US43738,43738,164
8600000US99151,99151,164
8600000US80510,80510,420
8600000US76599,76599,1956
8600000US95134,95134,15268
8600000US71108,71108,20388
8600000US98387,98387,43173
8600000US64858,64858,166
8600000US48028,48028,1190
8600000US12140,12140,1702
8600000US84627,84627,6310
8600000US77590,77590,30374
8600000US60014,60014,48550
8600000US99781,99781,167
8600000US50576,50576,423
8600000US83312,83312,168
8600000US68378,68378,680
8600000US33309,33309,33705
8600000US25054,25054,426
8600000US10514,10514,11946
8600000US32935,32935,39082
8600000US69024,69024,1195
8600000US24593,24593,1963
8600000US95372,95372,1963
8600000US67205,67205,16811
8600000US64674,64674,428
8600000US25625,25625,1452
8600000US27401,27401,21932
8600000US63128,63128,29356
8600000US90501,90501,43180
8600000US76690,76690,1197
8600000US31302,31302,7853
8600000US78336,78336,11949
8600000US31523,31523,13229
8600000US39701,39701,13997
8600000US95833,95833,37293
8600000US63935,63935,10158
8600000US08840,8840,16558
8600000US05153,5153,687
8600000US95922,95922,687
8600000US12084,12084,4271
8600000US11433,11433,32687
8600000US89017,89017,176
8600000US70541,70541,432
8600000US36346,36346,1456
8600000US34237,34237,16304
8600000US56274,56274,177
8600000US32079,32079,433
8600000US50471,50471,689
8600000US55065,55065,1201
8600000US40161,40161,178
8600000US97373,97373,178
8600000US98283,98283,434
8600000US97720,97720,4530
8600000US34602,34602,7346
8600000US72210,72210,14258
8600000US70814,70814,14514
8600000US56301,56301,32434
8600000US41367,41367,179
8600000US41777,41777,947
8600000US46743,46743,1971
8600000US54474,54474,4019
8600000US74033,74033,10163
8600000US17343,17343,180
8600000US27960,27960,948
8600000US77004,77004,32692
8600000US72546,72546,181
8600000US79534,79534,181
8600000US62553,62553,437
8600000US57058,57058,1973
8600000US85622,85622,6325
8600000US95205,95205,38069
8600000US25853,25853,182
8600000US22003,22003,55990
8600000US50448,50448,695
8600000US14466,14466,1719
8600000US48464,48464,2231
8600000US80814,80814,4023
8600000US55340,55340,6327
8600000US27509,27509,10167
8600000US43983,43983,440
8600000US58416,58416,440
8600000US54014,54014,2232
8600000US20623,20623,2744
8600000US77005,77005,25528
8600000US40505,40505,26040
8600000US53069,53069,697
8600000US30436,30436,11961
8600000US07660,7660,12729
8600000US63849,63849,186
8600000US28101,28101,698
8600000US68301,68301,1466
8600000US54961,54961,14266
8600000US07103,7103,32698
8600000US23437,23437,4283
8600000US38372,38372,17595
8600000US67502,67502,23739
8600000US58487,58487,444
8600000US38224,38224,956
8600000US45203,45203,2236
8600000US11787,11787,35772
8600000US15693,15693,189
8600000US76640,76640,3005
8600000US36612,36612,4541
8600000US79035,79035,5309
8600000US29621,29621,39101
8600000US04226,4226,190
8600000US97364,97364,446
8600000US34756,34756,3006
8600000US78233,78233,43710
8600000US66953,66953,703
8600000US14423,14423,4799
8600000US13031,13031,15551
8600000US07110,7110,28351
8600000US59834,59834,2240
8600000US27377,27377,7104
8600000US95360,95360,11712
8600000US51562,51562,449
8600000US72123,72123,450
8600000US97144,97144,195
8600000US66524,66524,2499
8600000US47164,47164,3779
8600000US61547,61547,3779
8600000US37714,37714,4547
8600000US50103,50103,452
8600000US95694,95694,9156
8600000US61523,61523,11204
8600000US90265,90265,18116
8600000US27609,27609,32964
8600000US19951,19951,1733
8600000US93434,93434,7110
8600000US93950,93950,15046
8600000US64486,64486,455
8600000US71456,71456,1223
8600000US65644,65644,2759
8600000US58426,58426,200
8600000US42049,42049,1480
8600000US08361,8361,17352
8600000US54956,54956,42696
8600000US79783,79783,201
8600000US97857,97857,457
8600000US13673,13673,2249
8600000US61874,61874,7114
8600000US77085,77085,16074
8600000US33438,33438,459
8600000US48739,48739,4043
8600000US37885,37885,5067
8600000US79772,79772,12747
8600000US80022,80022,42699
8600000US36370,36370,972
8600000US47451,47451,1228
8600000US86305,86305,17356
8600000US74112,74112,20684
8600000US48197,48197,61132
8600000US17944,17944,205
8600000US50038,50038,205
8600000US91362,91362,36045
8600000US83637,83637,206
8600000US31207,31207,974
8600000US73432,73432,974
8600000US76372,76372,974
8600000US94575,94575,974
8600000US41630,41630,1230
8600000US22578,22578,2510
8600000US80530,80530,3790
8600000US17048,17048,4046
8600000US74354,74354,18126
8600000US85014,85014,24782
8600000US12194,12194,207
8600000US03262,3262,1231
8600000US47386,47386,1231
8600000US10039,10039,24527
8600000US60101,60101,39119
8600000US41667,41667,720
8600000US44236,44236,25296
8600000US58622,58622,1489
8600000US65668,65668,1745
8600000US16844,16844,2769
8600000US49066,49066,722
8600000US58032,58032,722
8600000US43913,43913,1490
8600000US06330,6330,3282
8600000US17547,17547,7378
8600000US31730,31730,9682
8600000US33137,33137,19410
8600000US27252,27252,2003
8600000US65202,65202,46547
8600000US68044,68044,724
8600000US14897,14897,980
8600000US40076,40076,2516
8600000US37308,37308,2772
8600000US37329,37329,5588
8600000US31634,31634,5844
8600000US57069,57069,11988
8600000US49441,49441,36308
8600000US99606,99606,469
8600000US13470,13470,725
8600000US57349,57349,1493
8600000US94110,94110,69333
8600000US52353,52353,9173
8600000US55424,55424,9685
8600000US22314,22314,29653
8600000US85719,85719,43989
8600000US28644,28644,1494
8600000US16920,16920,2006
8600000US85937,85937,7638
8600000US27357,27357,7894
8600000US44444,44444,10454
8600000US85118,85118,12246
8600000US30577,30577,22230
8600000US24282,24282,727
8600000US68317,68317,1495
8600000US58356,58356,1751
8600000US62926,62926,2263
8600000US65085,65085,1240
8600000US66090,66090,2520
8600000US90017,90017,23768
8600000US29405,29405,26328
8600000US20139,20139,217
8600000US62050,62050,473
8600000US44067,44067,20441
8600000US30311,30311,32218
8600000US56251,56251,987
8600000US29126,29126,2267
8600000US39202,39202,8411
8600000US97103,97103,16859
8600000US75208,75208,30171
8600000US15678,15678,476
8600000US84642,84642,3548
8600000US89317,89317,477
8600000US38957,38957,734
8600000US15222,15222,3294
8600000US40403,40403,23774
8600000US99820,99820,479
8600000US18830,18830,735
8600000US02114,2114,11999
8600000US02189,2189,14559
8600000US33070,33070,5344
8600000US90290,90290,6368
8600000US73018,73018,19936
8600000US50607,50607,481
8600000US89045,89045,1505
8600000US49461,49461,8929
8600000US94503,94503,19681
8600000US78598,78598,226
8600000US26714,26714,482
8600000US18087,18087,738
8600000US25676,25676,1250
8600000US50235,50235,483
8600000US62916,62916,995
8600000US28692,28692,4067
8600000US32113,32113,6627
8600000US85119,85119,21219
8600000US17325,17325,27619
8600000US37870,37870,4580
8600000US21769,21769,11236
8600000US76086,76086,20196
8600000US54212,54212,997
8600000US61016,61016,4837
8600000US94063,94063,30949
8600000US02302,2302,32741
8600000US57775,57775,230
8600000US08049,8049,5350
8600000US34987,34987,6118
8600000US79821,79821,7142
8600000US05494,5494,1767
8600000US10706,10706,8679
8600000US90302,90302,29415
8600000US92101,92101,37095
8600000US68325,68325,232
8600000US41421,41421,233
8600000US61519,61519,233
8600000US16839,16839,489
8600000US03101,3101,3049
8600000US81507,81507,15081
8600000US15087,15087,234
8600000US54746,54746,746
8600000US87048,87048,8682
8600000US15905,15905,21226
8600000US46234,46234,24810
8600000US60118,60118,15851
8600000US08095,8095,236
8600000US58723,58723,236
8600000US71063,71063,748
8600000US84083,84083,1516
8600000US04346,4346,1772
8600000US42325,42325,2028
8600000US68346,68346,493
8600000US68020,68020,749
8600000US45212,45212,22253
8600000US32789,32789,24557
8600000US04765,4765,1262
8600000US14170,14170,2286
8600000US93402,93402,14318
8600000US48837,48837,18926
8600000US65802,65802,44270
8600000US45859,45859,495
8600000US13827,13827,11759
8600000US62358,62358,752
8600000US42140,42140,1264
8600000US67748,67748,2544
8600000US18519,18519,5104
8600000US06796,6796,1009
8600000US76671,76671,1777
8600000US89042,89042,1010
8600000US48861,48861,1522
8600000US53139,53139,2802
8600000US99324,99324,9202
8600000US39078,39078,755
8600000US48866,48866,4851
8600000US10536,10536,10739
8600000US17557,17557,13811
8600000US07208,7208,31219
8600000US00716,716,33779
8600000US06706,6706,14324
8600000US16352,16352,245
8600000US68725,68725,501
8600000US64487,64487,757
8600000US07704,7704,6133
8600000US95819,95819,17141
8600000US03038,3038,33269
8600000US66019,66019,246
8600000US43215,43215,12790
8600000US37064,37064,48118
8600000US65080,65080,1015
8600000US76622,76622,1015
8600000US47326,47326,2295
8600000US95030,95030,12791
8600000US34684,34684,25847
8600000US76544,76544,29943
8600000US94704,94704,25592
8600000US84069,84069,505
8600000US76538,76538,761
8600000US88042,88042,250
8600000US76596,76596,1274
8600000US06093,6093,3322
8600000US97540,97540,7930
8600000US75071,75071,36090
8600000US26003,26003,43002
8600000US12457,12457,763
8600000US51646,51646,763
8600000US30189,30189,36859
8600000US19731,19731,252
8600000US79545,79545,1788
8600000US44436,44436,3836
8600000US06481,6481,1277
8600000US71341,71341,3069
8600000US48093,48093,23037
8600000US98339,98339,3326
8600000US34465,34465,15870
8600000US21227,21227,33534
8600000US71253,71253,255
8600000US99135,99135,255
8600000US54156,54156,1535
8600000US49878,49878,3583
8600000US31750,31750,18687
8600000US48238,48238,31743
8600000US02832,2832,4608
8600000US24714,24714,257
8600000US47519,47519,513
8600000US49870,49870,3329
8600000US56258,56258,15617
8600000US44142,44142,19201
8600000US27840,27840,514
8600000US74839,74839,770
8600000US83846,83846,770
8600000US60150,60150,1794
8600000US12816,12816,4610
8600000US32254,32254,13570
8600000US43140,43140,24066
8600000US18962,18962,515
8600000US64083,64083,20995
8600000US35020,35020,27139
8600000US80822,80822,260
8600000US75492,75492,516
8600000US67458,67458,261
8600000US78389,78389,1541
8600000US11733,11733,18949
8600000US29906,29906,21765
8600000US76053,76053,28421
8600000US77351,77351,32517
8600000US72567,72567,262
8600000US55612,55612,518
8600000US68777,68777,774
8600000US27922,27922,1030
8600000US25130,25130,3846
8600000US51247,51247,4870
8600000US83801,83801,6150
8600000US98850,98850,1543
8600000US32814,32814,6151
8600000US35208,35208,14855
8600000US97303,97303,38663
8600000US23357,23357,776
8600000US59326,59326,265
8600000US27583,27583,6921
8600000US29920,29920,9481
8600000US33129,33129,13833
8600000US44223,44223,18185
8600000US69150,69150,522
8600000US83228,83228,522
8600000US78615,78615,1290
8600000US60628,60628,72202
8600000US05904,5904,267
8600000US45858,45858,3083
8600000US90712,90712,31499
8600000US49831,49831,780
8600000US97627,97627,780
8600000US40810,40810,1548
8600000US63102,63102,2316
8600000US73844,73844,269
8600000US49301,49301,18701
8600000US48205,48205,44045
8600000US41535,41535,526
8600000US67567,67567,526
8600000US13752,13752,782
8600000US56021,56021,1038
8600000US55736,55736,1550
8600000US19012,19012,6670
8600000US74577,74577,271
8600000US14206,14206,20751
8600000US97358,97358,2576
8600000US71075,71075,6416
8600000US50112,50112,11536
8600000US10307,10307,14096
8600000US30263,30263,53008
8600000US03582,3582,2577
8600000US67550,67550,5905
8600000US46615,46615,14609
8600000US11429,11429,25105
8600000US55125,55125,43281
8600000US61263,61263,530
8600000US65254,65254,1810
8600000US56208,56208,2066
8600000US14479,14479,275
8600000US36436,36436,531
8600000US39743,39743,2067
8600000US28318,28318,4627
8600000US08086,8086,7699
8600000US75969,75969,4116
8600000US10523,10523,7444
8600000US60554,60554,11796
8600000US97266,97266,33300
8600000US01346,1346,533
8600000US13757,13757,1045
8600000US75944,75944,1301
8600000US06060,6060,2581
8600000US45693,45693,8981
8600000US72103,72103,13078
8600000US98584,98584,36630
8600000US63784,63784,279
8600000US24292,24292,535
8600000US48140,48140,3095
8600000US67449,67449,3351
8600000US55803,55803,17431
8600000US33144,33144,26903
8600000US87316,87316,1304
8600000US31028,31028,5912
8600000US60620,60620,72216
8600000US42323,42323,793
8600000US03814,3814,2329
8600000US36421,36421,9241
8600000US29907,29907,12570
8600000US10012,10012,24090
8600000US54220,54220,40220
8600000US97029,97029,285
8600000US43844,43844,3869
8600000US45246,45246,15133
8600000US19054,19054,17437
8600000US48446,48446,30749
8600000US70301,70301,43037
8600000US51358,51358,1310
8600000US89835,89835,1822
8600000US01080,1080,2334
8600000US01452,1452,4382
8600000US39154,39154,10526
8600000US95757,95757,40222
8600000US38860,38860,5663
8600000US61727,61727,10015
8600000US00934,934,288
8600000US30733,30733,2080
8600000US15133,15133,6432
8600000US76424,76424,8992
8600000US74129,74129,18976
8600000US60174,60174,30752
8600000US89148,89148,39712
8600000US92064,92064,47904
8600000US47282,47282,289
8600000US27964,27964,545
8600000US85501,85501,13345
8600000US90041,90041,27425
8600000US79412,79412,15650
8600000US36267,36267,35
8600000US61460,61460,291
8600000US76255,76255,5411
8600000US46373,46373,13859
8600000US91941,91941,31779
8600000US34614,34614,6692
8600000US50863,50863,293
8600000US79371,79371,1317
8600000US44632,44632,9765
8600000US20678,20678,11045
8600000US07405,7405,17701
8600000US68019,68019,550
8600000US03455,3455,2086
8600000US18237,18237,3110
8600000US56359,56359,3878
8600000US78731,78731,24614
8600000US19083,19083,35878
8600000US59421,59421,1831
8600000US50851,50851,2087
8600000US99012,99012,1064
8600000US04355,4355,2600
8600000US75949,75949,7976
8600000US78758,78758,44072
8600000US66080,66080,1065
8600000US93923,93923,12073
8600000US39745,39745,810
8600000US03255,3255,2090
8600000US48834,48834,2090
8600000US86556,86556,2090
